time(s)	cellId	rnti	lcid	packetSize
0.406442	1	1	4	1030
0.406482	1	1	4	1030
0.406522	1	1	4	1030
0.406562	1	1	4	1030
0.406602	1	1	4	1030
0.406642	1	1	4	1030
0.406682	1	1	4	1030
0.406722	1	1	4	1030
0.406762	1	1	4	1030
0.406802	1	1	4	1030
0.406842	1	1	4	1030
0.406882	1	1	4	1030
0.406922	1	1	4	1030
0.406962	1	1	4	1030
0.407002	1	1	4	1030
0.407042	1	1	4	1030
0.407082	1	1	4	1030
0.407122	1	1	4	1030
0.407162	1	1	4	1030
0.407202	1	1	4	1030
0.407242	1	1	4	1030
0.407282	1	1	4	1030
0.407322	1	1	4	1030
0.407362	1	1	4	1030
0.407402	1	1	4	1030
0.407442	1	1	4	1030
0.407482	1	1	4	1030
0.407522	1	1	4	1030
0.407562	1	1	4	1030
0.407602	1	1	4	1030
0.407642	1	1	4	1030
0.407682	1	1	4	1030
0.407722	1	1	4	1030
0.407762	1	1	4	1030
0.407802	1	1	4	1030
0.407842	1	1	4	1030
0.407882	1	1	4	1030
0.407922	1	1	4	1030
0.407962	1	1	4	1030
0.408002	1	1	4	1030
0.408042	1	1	4	1030
0.408082	1	1	4	1030
0.408122	1	1	4	1030
0.408162	1	1	4	1030
0.408202	1	1	4	1030
0.408242	1	1	4	1030
0.408282	1	1	4	1030
0.408322	1	1	4	1030
0.408362	1	1	4	1030
0.408402	1	1	4	1030
0.408442	1	1	4	1030
0.408482	1	1	4	1030
0.408522	1	1	4	1030
0.408562	1	1	4	1030
0.408602	1	1	4	1030
0.408642	1	1	4	1030
0.408682	1	1	4	1030
0.408722	1	1	4	1030
0.408762	1	1	4	1030
0.408802	1	1	4	1030
0.408842	1	1	4	1030
0.408882	1	1	4	1030
0.408922	1	1	4	1030
0.408962	1	1	4	1030
0.409002	1	1	4	1030
0.409042	1	1	4	1030
0.409082	1	1	4	1030
0.409122	1	1	4	1030
0.409162	1	1	4	1030
0.409202	1	1	4	1030
0.409242	1	1	4	1030
0.409282	1	1	4	1030
0.409322	1	1	4	1030
0.409362	1	1	4	1030
0.409402	1	1	4	1030
0.409442	1	1	4	1030
0.409482	1	1	4	1030
0.409522	1	1	4	1030
0.409562	1	1	4	1030
0.409602	1	1	4	1030
0.409642	1	1	4	1030
0.409682	1	1	4	1030
0.409722	1	1	4	1030
0.409762	1	1	4	1030
0.409802	1	1	4	1030
0.409842	1	1	4	1030
0.409882	1	1	4	1030
0.409922	1	1	4	1030
0.409962	1	1	4	1030
0.410002	1	1	4	1030
0.410042	1	1	4	1030
0.410082	1	1	4	1030
0.410122	1	1	4	1030
0.410162	1	1	4	1030
0.410202	1	1	4	1030
0.410242	1	1	4	1030
0.410282	1	1	4	1030
0.410322	1	1	4	1030
0.410362	1	1	4	1030
0.410402	1	1	4	1030
0.410442	1	1	4	1030
0.410482	1	1	4	1030
0.410522	1	1	4	1030
0.410562	1	1	4	1030
0.410602	1	1	4	1030
0.410642	1	1	4	1030
0.410682	1	1	4	1030
0.410722	1	1	4	1030
0.410762	1	1	4	1030
0.410802	1	1	4	1030
0.410842	1	1	4	1030
0.410882	1	1	4	1030
0.410922	1	1	4	1030
0.410962	1	1	4	1030
0.411002	1	1	4	1030
0.411042	1	1	4	1030
0.411082	1	1	4	1030
0.411122	1	1	4	1030
0.411162	1	1	4	1030
0.411202	1	1	4	1030
0.411242	1	1	4	1030
0.411282	1	1	4	1030
0.411322	1	1	4	1030
0.411362	1	1	4	1030
0.411402	1	1	4	1030
0.411442	1	1	4	1030
0.411482	1	1	4	1030
0.411522	1	1	4	1030
0.411562	1	1	4	1030
0.411602	1	1	4	1030
0.411642	1	1	4	1030
0.411682	1	1	4	1030
0.411722	1	1	4	1030
0.411762	1	1	4	1030
0.411802	1	1	4	1030
0.411842	1	1	4	1030
0.411882	1	1	4	1030
0.411922	1	1	4	1030
0.411962	1	1	4	1030
0.412002	1	1	4	1030
0.412042	1	1	4	1030
0.412082	1	1	4	1030
0.412122	1	1	4	1030
0.412162	1	1	4	1030
0.412202	1	1	4	1030
0.412242	1	1	4	1030
0.412282	1	1	4	1030
0.412322	1	1	4	1030
0.412362	1	1	4	1030
0.412402	1	1	4	1030
0.412442	1	1	4	1030
0.412482	1	1	4	1030
0.412522	1	1	4	1030
0.412562	1	1	4	1030
0.412602	1	1	4	1030
0.412642	1	1	4	1030
0.412682	1	1	4	1030
0.412722	1	1	4	1030
0.412762	1	1	4	1030
0.412802	1	1	4	1030
0.412842	1	1	4	1030
0.412882	1	1	4	1030
0.412922	1	1	4	1030
0.412962	1	1	4	1030
0.413002	1	1	4	1030
0.413042	1	1	4	1030
0.413082	1	1	4	1030
0.413122	1	1	4	1030
0.413162	1	1	4	1030
0.413202	1	1	4	1030
0.413242	1	1	4	1030
0.413282	1	1	4	1030
0.413322	1	1	4	1030
0.413362	1	1	4	1030
0.413402	1	1	4	1030
0.413442	1	1	4	1030
0.413482	1	1	4	1030
0.413522	1	1	4	1030
0.413562	1	1	4	1030
0.413602	1	1	4	1030
0.413642	1	1	4	1030
0.413682	1	1	4	1030
0.413722	1	1	4	1030
0.413762	1	1	4	1030
0.413802	1	1	4	1030
0.413842	1	1	4	1030
0.413882	1	1	4	1030
0.413922	1	1	4	1030
0.413962	1	1	4	1030
0.414002	1	1	4	1030
0.414042	1	1	4	1030
0.414082	1	1	4	1030
0.414122	1	1	4	1030
0.414162	1	1	4	1030
0.414202	1	1	4	1030
0.414242	1	1	4	1030
0.414282	1	1	4	1030
0.414322	1	1	4	1030
0.414362	1	1	4	1030
0.414402	1	1	4	1030
0.414442	1	1	4	1030
0.414482	1	1	4	1030
0.414522	1	1	4	1030
0.414562	1	1	4	1030
0.414602	1	1	4	1030
0.414642	1	1	4	1030
0.414682	1	1	4	1030
0.414722	1	1	4	1030
0.414762	1	1	4	1030
0.414802	1	1	4	1030
0.414842	1	1	4	1030
0.414882	1	1	4	1030
0.414922	1	1	4	1030
0.414962	1	1	4	1030
0.415002	1	1	4	1030
0.415042	1	1	4	1030
0.415082	1	1	4	1030
0.415122	1	1	4	1030
0.415162	1	1	4	1030
0.415202	1	1	4	1030
0.415242	1	1	4	1030
0.415282	1	1	4	1030
0.415322	1	1	4	1030
0.415362	1	1	4	1030
0.415402	1	1	4	1030
0.415442	1	1	4	1030
0.415482	1	1	4	1030
0.415522	1	1	4	1030
0.415562	1	1	4	1030
0.415602	1	1	4	1030
0.415642	1	1	4	1030
0.415682	1	1	4	1030
0.415722	1	1	4	1030
0.415762	1	1	4	1030
0.415802	1	1	4	1030
0.415842	1	1	4	1030
0.415882	1	1	4	1030
0.415922	1	1	4	1030
0.415962	1	1	4	1030
0.416002	1	1	4	1030
0.416042	1	1	4	1030
0.416082	1	1	4	1030
0.416122	1	1	4	1030
0.416162	1	1	4	1030
0.416202	1	1	4	1030
0.416242	1	1	4	1030
0.416282	1	1	4	1030
0.416322	1	1	4	1030
0.416362	1	1	4	1030
0.416402	1	1	4	1030
0.416442	1	1	4	1030
0.416482	1	1	4	1030
0.416522	1	1	4	1030
0.416562	1	1	4	1030
0.416602	1	1	4	1030
0.416642	1	1	4	1030
0.416682	1	1	4	1030
0.416722	1	1	4	1030
0.416762	1	1	4	1030
0.416802	1	1	4	1030
0.416842	1	1	4	1030
0.416882	1	1	4	1030
0.416922	1	1	4	1030
0.416962	1	1	4	1030
0.417002	1	1	4	1030
0.417042	1	1	4	1030
0.417082	1	1	4	1030
0.417122	1	1	4	1030
0.417162	1	1	4	1030
0.417202	1	1	4	1030
0.417242	1	1	4	1030
0.417282	1	1	4	1030
0.417322	1	1	4	1030
0.417362	1	1	4	1030
0.417402	1	1	4	1030
0.417442	1	1	4	1030
0.417482	1	1	4	1030
0.417522	1	1	4	1030
0.417562	1	1	4	1030
0.417602	1	1	4	1030
0.417642	1	1	4	1030
0.417682	1	1	4	1030
0.417722	1	1	4	1030
0.417762	1	1	4	1030
0.417802	1	1	4	1030
0.417842	1	1	4	1030
0.417882	1	1	4	1030
0.417922	1	1	4	1030
0.417962	1	1	4	1030
0.418002	1	1	4	1030
0.418042	1	1	4	1030
0.418082	1	1	4	1030
0.418122	1	1	4	1030
0.418162	1	1	4	1030
0.418202	1	1	4	1030
0.418242	1	1	4	1030
0.418282	1	1	4	1030
0.418322	1	1	4	1030
0.418362	1	1	4	1030
0.418402	1	1	4	1030
0.418442	1	1	4	1030
0.418482	1	1	4	1030
0.418522	1	1	4	1030
0.418562	1	1	4	1030
0.418602	1	1	4	1030
0.418642	1	1	4	1030
0.418682	1	1	4	1030
0.418722	1	1	4	1030
0.418762	1	1	4	1030
0.418802	1	1	4	1030
0.418842	1	1	4	1030
0.418882	1	1	4	1030
0.418922	1	1	4	1030
0.418962	1	1	4	1030
0.419002	1	1	4	1030
0.419042	1	1	4	1030
0.419082	1	1	4	1030
0.419122	1	1	4	1030
0.419162	1	1	4	1030
0.419202	1	1	4	1030
0.419242	1	1	4	1030
0.419282	1	1	4	1030
0.419322	1	1	4	1030
0.419362	1	1	4	1030
0.419402	1	1	4	1030
0.419442	1	1	4	1030
0.419482	1	1	4	1030
0.419522	1	1	4	1030
0.419562	1	1	4	1030
0.419602	1	1	4	1030
0.419642	1	1	4	1030
0.419682	1	1	4	1030
0.419722	1	1	4	1030
0.419762	1	1	4	1030
0.419802	1	1	4	1030
0.419842	1	1	4	1030
0.419882	1	1	4	1030
0.419922	1	1	4	1030
0.419962	1	1	4	1030
0.420002	1	1	4	1030
0.420042	1	1	4	1030
0.420082	1	1	4	1030
0.420122	1	1	4	1030
0.420162	1	1	4	1030
0.420202	1	1	4	1030
0.420242	1	1	4	1030
0.420282	1	1	4	1030
0.420322	1	1	4	1030
0.420362	1	1	4	1030
0.420402	1	1	4	1030
0.420442	1	1	4	1030
0.420482	1	1	4	1030
0.420522	1	1	4	1030
0.420562	1	1	4	1030
0.420602	1	1	4	1030
0.420642	1	1	4	1030
0.420682	1	1	4	1030
0.420722	1	1	4	1030
0.420762	1	1	4	1030
0.420802	1	1	4	1030
0.420842	1	1	4	1030
0.420882	1	1	4	1030
0.420922	1	1	4	1030
0.420962	1	1	4	1030
0.421002	1	1	4	1030
0.421042	1	1	4	1030
0.421082	1	1	4	1030
0.421122	1	1	4	1030
0.421162	1	1	4	1030
0.421202	1	1	4	1030
0.421242	1	1	4	1030
0.421282	1	1	4	1030
0.421322	1	1	4	1030
0.421362	1	1	4	1030
0.421402	1	1	4	1030
0.421442	1	1	4	1030
0.421482	1	1	4	1030
0.421522	1	1	4	1030
0.421562	1	1	4	1030
0.421602	1	1	4	1030
0.421642	1	1	4	1030
0.421682	1	1	4	1030
0.421722	1	1	4	1030
0.421762	1	1	4	1030
0.421802	1	1	4	1030
0.421842	1	1	4	1030
0.421882	1	1	4	1030
0.421922	1	1	4	1030
0.421962	1	1	4	1030
0.422002	1	1	4	1030
0.422042	1	1	4	1030
0.422082	1	1	4	1030
0.422122	1	1	4	1030
0.422162	1	1	4	1030
0.422202	1	1	4	1030
0.422242	1	1	4	1030
0.422282	1	1	4	1030
0.422322	1	1	4	1030
0.422362	1	1	4	1030
0.422402	1	1	4	1030
0.422442	1	1	4	1030
0.422482	1	1	4	1030
0.422522	1	1	4	1030
0.422562	1	1	4	1030
0.422602	1	1	4	1030
0.422642	1	1	4	1030
0.422682	1	1	4	1030
0.422722	1	1	4	1030
0.422762	1	1	4	1030
0.422802	1	1	4	1030
0.422842	1	1	4	1030
0.422882	1	1	4	1030
0.422922	1	1	4	1030
0.422962	1	1	4	1030
0.423002	1	1	4	1030
0.423042	1	1	4	1030
0.423082	1	1	4	1030
0.423122	1	1	4	1030
0.423162	1	1	4	1030
0.423202	1	1	4	1030
0.423242	1	1	4	1030
0.423282	1	1	4	1030
0.423322	1	1	4	1030
0.423362	1	1	4	1030
0.423402	1	1	4	1030
0.423442	1	1	4	1030
0.423482	1	1	4	1030
0.423522	1	1	4	1030
0.423562	1	1	4	1030
0.423602	1	1	4	1030
0.423642	1	1	4	1030
0.423682	1	1	4	1030
0.423722	1	1	4	1030
0.423762	1	1	4	1030
0.423802	1	1	4	1030
0.423842	1	1	4	1030
0.423882	1	1	4	1030
0.423922	1	1	4	1030
0.423962	1	1	4	1030
0.424002	1	1	4	1030
0.424042	1	1	4	1030
0.424082	1	1	4	1030
0.424122	1	1	4	1030
0.424162	1	1	4	1030
0.424202	1	1	4	1030
0.424242	1	1	4	1030
0.424282	1	1	4	1030
0.424322	1	1	4	1030
0.424362	1	1	4	1030
0.424402	1	1	4	1030
0.424442	1	1	4	1030
0.424482	1	1	4	1030
0.424522	1	1	4	1030
0.424562	1	1	4	1030
0.424602	1	1	4	1030
0.424642	1	1	4	1030
0.424682	1	1	4	1030
0.424722	1	1	4	1030
0.424762	1	1	4	1030
0.424802	1	1	4	1030
0.424842	1	1	4	1030
0.424882	1	1	4	1030
0.424922	1	1	4	1030
0.424962	1	1	4	1030
0.425002	1	1	4	1030
0.425042	1	1	4	1030
0.425082	1	1	4	1030
0.425122	1	1	4	1030
0.425162	1	1	4	1030
0.425202	1	1	4	1030
0.425242	1	1	4	1030
0.425282	1	1	4	1030
0.425322	1	1	4	1030
0.425362	1	1	4	1030
0.425402	1	1	4	1030
0.425442	1	1	4	1030
0.425482	1	1	4	1030
0.425522	1	1	4	1030
0.425562	1	1	4	1030
0.425602	1	1	4	1030
0.425642	1	1	4	1030
0.425682	1	1	4	1030
0.425722	1	1	4	1030
0.425762	1	1	4	1030
0.425802	1	1	4	1030
0.425842	1	1	4	1030
0.425882	1	1	4	1030
0.425922	1	1	4	1030
0.425962	1	1	4	1030
0.426002	1	1	4	1030
0.426042	1	1	4	1030
0.426082	1	1	4	1030
0.426122	1	1	4	1030
0.426162	1	1	4	1030
0.426202	1	1	4	1030
0.426242	1	1	4	1030
0.426282	1	1	4	1030
0.426322	1	1	4	1030
0.426362	1	1	4	1030
0.426402	1	1	4	1030
0.426442	1	1	4	1030
0.426482	1	1	4	1030
0.426522	1	1	4	1030
0.426562	1	1	4	1030
0.426602	1	1	4	1030
0.426642	1	1	4	1030
0.426682	1	1	4	1030
0.426722	1	1	4	1030
0.426762	1	1	4	1030
0.426802	1	1	4	1030
0.426842	1	1	4	1030
0.426882	1	1	4	1030
0.426922	1	1	4	1030
0.426962	1	1	4	1030
0.427002	1	1	4	1030
0.427042	1	1	4	1030
0.427082	1	1	4	1030
0.427122	1	1	4	1030
0.427162	1	1	4	1030
0.427202	1	1	4	1030
0.427242	1	1	4	1030
0.427282	1	1	4	1030
0.427322	1	1	4	1030
0.427362	1	1	4	1030
0.427402	1	1	4	1030
0.427442	1	1	4	1030
0.427482	1	1	4	1030
0.427522	1	1	4	1030
0.427562	1	1	4	1030
0.427602	1	1	4	1030
0.427642	1	1	4	1030
0.427682	1	1	4	1030
0.427722	1	1	4	1030
0.427762	1	1	4	1030
0.427802	1	1	4	1030
0.427842	1	1	4	1030
0.427882	1	1	4	1030
0.427922	1	1	4	1030
0.427962	1	1	4	1030
0.428002	1	1	4	1030
0.428042	1	1	4	1030
0.428082	1	1	4	1030
0.428122	1	1	4	1030
0.428162	1	1	4	1030
0.428202	1	1	4	1030
0.428242	1	1	4	1030
0.428282	1	1	4	1030
0.428322	1	1	4	1030
0.428362	1	1	4	1030
0.428402	1	1	4	1030
0.428442	1	1	4	1030
0.428482	1	1	4	1030
0.428522	1	1	4	1030
0.428562	1	1	4	1030
0.428602	1	1	4	1030
0.428642	1	1	4	1030
0.428682	1	1	4	1030
0.428722	1	1	4	1030
0.428762	1	1	4	1030
0.428802	1	1	4	1030
0.428842	1	1	4	1030
0.428882	1	1	4	1030
0.428922	1	1	4	1030
0.428962	1	1	4	1030
0.429002	1	1	4	1030
0.429042	1	1	4	1030
0.429082	1	1	4	1030
0.429122	1	1	4	1030
0.429162	1	1	4	1030
0.429202	1	1	4	1030
0.429242	1	1	4	1030
0.429282	1	1	4	1030
0.429322	1	1	4	1030
0.429362	1	1	4	1030
0.429402	1	1	4	1030
0.429442	1	1	4	1030
0.429482	1	1	4	1030
0.429522	1	1	4	1030
0.429562	1	1	4	1030
0.429602	1	1	4	1030
0.429642	1	1	4	1030
0.429682	1	1	4	1030
0.429722	1	1	4	1030
0.429762	1	1	4	1030
0.429802	1	1	4	1030
0.429842	1	1	4	1030
0.429882	1	1	4	1030
0.429922	1	1	4	1030
0.429962	1	1	4	1030
0.430002	1	1	4	1030
0.430042	1	1	4	1030
0.430082	1	1	4	1030
0.430122	1	1	4	1030
0.430162	1	1	4	1030
0.430202	1	1	4	1030
0.430242	1	1	4	1030
0.430282	1	1	4	1030
0.430322	1	1	4	1030
0.430362	1	1	4	1030
0.430402	1	1	4	1030
0.430442	1	1	4	1030
0.430482	1	1	4	1030
0.430522	1	1	4	1030
0.430562	1	1	4	1030
0.430602	1	1	4	1030
0.430642	1	1	4	1030
0.430682	1	1	4	1030
0.430722	1	1	4	1030
0.430762	1	1	4	1030
0.430802	1	1	4	1030
0.430842	1	1	4	1030
0.430882	1	1	4	1030
0.430922	1	1	4	1030
0.430962	1	1	4	1030
0.431002	1	1	4	1030
0.431042	1	1	4	1030
0.431082	1	1	4	1030
0.431122	1	1	4	1030
0.431162	1	1	4	1030
0.431202	1	1	4	1030
0.431242	1	1	4	1030
0.431282	1	1	4	1030
0.431322	1	1	4	1030
0.431362	1	1	4	1030
0.431402	1	1	4	1030
0.431442	1	1	4	1030
0.431482	1	1	4	1030
0.431522	1	1	4	1030
0.431562	1	1	4	1030
0.431602	1	1	4	1030
0.431642	1	1	4	1030
0.431682	1	1	4	1030
0.431722	1	1	4	1030
0.431762	1	1	4	1030
0.431802	1	1	4	1030
0.431842	1	1	4	1030
0.431882	1	1	4	1030
0.431922	1	1	4	1030
0.431962	1	1	4	1030
0.432002	1	1	4	1030
0.432042	1	1	4	1030
0.432082	1	1	4	1030
0.432122	1	1	4	1030
0.432162	1	1	4	1030
0.432202	1	1	4	1030
0.432242	1	1	4	1030
0.432282	1	1	4	1030
0.432322	1	1	4	1030
0.432362	1	1	4	1030
0.432402	1	1	4	1030
0.432442	1	1	4	1030
0.432482	1	1	4	1030
0.432522	1	1	4	1030
0.432562	1	1	4	1030
0.432602	1	1	4	1030
0.432642	1	1	4	1030
0.432682	1	1	4	1030
0.432722	1	1	4	1030
0.432762	1	1	4	1030
0.432802	1	1	4	1030
0.432842	1	1	4	1030
0.432882	1	1	4	1030
0.432922	1	1	4	1030
0.432962	1	1	4	1030
0.433002	1	1	4	1030
0.433042	1	1	4	1030
0.433082	1	1	4	1030
0.433122	1	1	4	1030
0.433162	1	1	4	1030
0.433202	1	1	4	1030
0.433242	1	1	4	1030
0.433282	1	1	4	1030
0.433322	1	1	4	1030
0.433362	1	1	4	1030
0.433402	1	1	4	1030
0.433442	1	1	4	1030
0.433482	1	1	4	1030
0.433522	1	1	4	1030
0.433562	1	1	4	1030
0.433602	1	1	4	1030
0.433642	1	1	4	1030
0.433682	1	1	4	1030
0.433722	1	1	4	1030
0.433762	1	1	4	1030
0.433802	1	1	4	1030
0.433842	1	1	4	1030
0.433882	1	1	4	1030
0.433922	1	1	4	1030
0.433962	1	1	4	1030
0.434002	1	1	4	1030
0.434042	1	1	4	1030
0.434082	1	1	4	1030
0.434122	1	1	4	1030
0.434162	1	1	4	1030
0.434202	1	1	4	1030
0.434242	1	1	4	1030
0.434282	1	1	4	1030
0.434322	1	1	4	1030
0.434362	1	1	4	1030
0.434402	1	1	4	1030
0.434442	1	1	4	1030
0.434482	1	1	4	1030
0.434522	1	1	4	1030
0.434562	1	1	4	1030
0.434602	1	1	4	1030
0.434642	1	1	4	1030
0.434682	1	1	4	1030
0.434722	1	1	4	1030
0.434762	1	1	4	1030
0.434802	1	1	4	1030
0.434842	1	1	4	1030
0.434882	1	1	4	1030
0.434922	1	1	4	1030
0.434962	1	1	4	1030
0.435002	1	1	4	1030
0.435042	1	1	4	1030
0.435082	1	1	4	1030
0.435122	1	1	4	1030
0.435162	1	1	4	1030
0.435202	1	1	4	1030
0.435242	1	1	4	1030
0.435282	1	1	4	1030
0.435322	1	1	4	1030
0.435362	1	1	4	1030
0.435402	1	1	4	1030
0.435442	1	1	4	1030
0.435482	1	1	4	1030
0.435522	1	1	4	1030
0.435562	1	1	4	1030
0.435602	1	1	4	1030
0.435642	1	1	4	1030
0.435682	1	1	4	1030
0.435722	1	1	4	1030
0.435762	1	1	4	1030
0.435802	1	1	4	1030
0.435842	1	1	4	1030
0.435882	1	1	4	1030
0.435922	1	1	4	1030
0.435962	1	1	4	1030
0.436002	1	1	4	1030
0.436042	1	1	4	1030
0.436082	1	1	4	1030
0.436122	1	1	4	1030
0.436162	1	1	4	1030
0.436202	1	1	4	1030
0.436242	1	1	4	1030
0.436282	1	1	4	1030
0.436322	1	1	4	1030
0.436362	1	1	4	1030
0.436402	1	1	4	1030
0.436442	1	1	4	1030
0.436482	1	1	4	1030
0.436522	1	1	4	1030
0.436562	1	1	4	1030
0.436602	1	1	4	1030
0.436642	1	1	4	1030
0.436682	1	1	4	1030
0.436722	1	1	4	1030
0.436762	1	1	4	1030
0.436802	1	1	4	1030
0.436842	1	1	4	1030
0.436882	1	1	4	1030
0.436922	1	1	4	1030
0.436962	1	1	4	1030
0.437002	1	1	4	1030
0.437042	1	1	4	1030
0.437082	1	1	4	1030
0.437122	1	1	4	1030
0.437162	1	1	4	1030
0.437202	1	1	4	1030
0.437242	1	1	4	1030
0.437282	1	1	4	1030
0.437322	1	1	4	1030
0.437362	1	1	4	1030
0.437402	1	1	4	1030
0.437442	1	1	4	1030
0.437482	1	1	4	1030
0.437522	1	1	4	1030
0.437562	1	1	4	1030
0.437602	1	1	4	1030
0.437642	1	1	4	1030
0.437682	1	1	4	1030
0.437722	1	1	4	1030
0.437762	1	1	4	1030
0.437802	1	1	4	1030
0.437842	1	1	4	1030
0.437882	1	1	4	1030
0.437922	1	1	4	1030
0.437962	1	1	4	1030
0.438002	1	1	4	1030
0.438042	1	1	4	1030
0.438082	1	1	4	1030
0.438122	1	1	4	1030
0.438162	1	1	4	1030
0.438202	1	1	4	1030
0.438242	1	1	4	1030
0.438282	1	1	4	1030
0.438322	1	1	4	1030
0.438362	1	1	4	1030
0.438402	1	1	4	1030
0.438442	1	1	4	1030
0.438482	1	1	4	1030
0.438522	1	1	4	1030
0.438562	1	1	4	1030
0.438602	1	1	4	1030
0.438642	1	1	4	1030
0.438682	1	1	4	1030
0.438722	1	1	4	1030
0.438762	1	1	4	1030
0.438802	1	1	4	1030
0.438842	1	1	4	1030
0.438882	1	1	4	1030
0.438922	1	1	4	1030
0.438962	1	1	4	1030
0.439002	1	1	4	1030
0.439042	1	1	4	1030
0.439082	1	1	4	1030
0.439122	1	1	4	1030
0.439162	1	1	4	1030
0.439202	1	1	4	1030
0.439242	1	1	4	1030
0.439282	1	1	4	1030
0.439322	1	1	4	1030
0.439362	1	1	4	1030
0.439402	1	1	4	1030
0.439442	1	1	4	1030
0.439482	1	1	4	1030
0.439522	1	1	4	1030
0.439562	1	1	4	1030
0.439602	1	1	4	1030
0.439642	1	1	4	1030
0.439682	1	1	4	1030
0.439722	1	1	4	1030
0.439762	1	1	4	1030
0.439802	1	1	4	1030
